Código,Cotação,P/L,P/VP,RSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBITDA,EV/EBIT,Mrg.Liq,Lig.Corr,ROIC,ROE,Liquidez 2 meses,Patrimonio Líquido,Dív. Bruta/Patrimonio,Cresc. Rec. 5a
INTB3,"14,27","9,68","1,56","1,048","7,91%","0,878","2,06","9,72","3,01","9,31","7,49","10,79%","10,85%","2,42","15,07%","16,14%","38.845.900,00","2.991.500.000,00","0,30","8,90%"
BMGB11,"33,60","9,71","1,40","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,41%","0,00","3.892.010.000,00","0,00","3,30%"
CTWR3,"100,00","9,76","56,77","0,317","0,00%","1,141","3,79","-10,64","-142,17","-8,91","-8,91","-2,98%","3,25%","1,45","-21,86%","581,91%","0,00","879.000,00","5,52","4,94%"
TELB3,"13,50","9,80","0,79","2,804","0,00%","0,312","0,71","-4,55","-3,93","0,41","4,32","-61,68%","28,62%","6,29","-11,05%","8,02%","17.007,70","1.752.090.000,00","0,01","13,41%"
VIVO4,"71,80","9,81","2,93","1,491","0,00%","1,282","-31,87","6,78","-5,17","7,22","7,22","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
CMIG3,"16,81","9,82","1,68","1,125","4,19%","0,718","2.783,45","7,70","-2,01","10,39","8,34","14,62%","11,46%","1,00","10,19%","17,14%","3.060.190,00","28.576.400.000,00","0,68","6,43%"
CRFB3,"8,48","9,84","0,83","0,150","0,00%","0,186","5,86","3,78","-0,68","8,04","5,79","3,95%","1,71%","1,07","6,32%","8,48%","0,00","21.435.000.000,00","1,18","11,31%"
VIVA3,"25,81","9,84","2,07","2,014","2,70%","1,291","2,75","8,28","4,72","8,46","7,00","24,34%","20,47%","3,63","17,84%","21,00%","91.670.400,00","2.949.570.000,00","0,18","19,53%"
WLMM3,"23,39","9,85","1,09","0,283","6,79%","0,538","1,97","6,01","6,38","7,82","7,43","4,70%","2,88%","1,85","11,02%","11,11%","569,43","778.663.000,00","0,58","15,30%"
MILS3,"12,71","9,89","1,89","1,620","8,36%","0,724","4,04","4,58","-2,53","6,55","4,60","35,35%","16,39%","2,20","19,70%","19,11%","13.470.800,00","1.574.640.000,00","1,19","24,49%"
LEVE4,"44,49","9,91","7,00","1,115","0,00%","1,590","12,48","6,59","-9,60","7,68","6,74","16,93%","11,26%","1,27","35,92%","70,65%","0,00","861.531.000,00","1,92","9,21%"
TCSL4,"7,82","9,95","0,83","1,105","0,00%","0,475","8,93","5,69","-2,20","5,61","2,18","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
EQPA3,"7,00","9,96","2,99","1,265","1,92%","0,822","5,22","5,56","-2,11","7,52","6,16","22,75%","12,70%","1,89","18,84%","29,98%","58.919,70","5.179.040.000,00","1,58","11,20%"
IGTA3,"33,13","10,15","1,48","4,864","0,00%","0,758","4,80","8,33","-3,34","10,29","9,00","58,40%","47,94%","2,51","11,33%","14,62%","0,00","3.895.430.000,00","0,73","10,66%"
CPRE3,"18,23","10,19","2,36","3,043","0,00%","1,041","-10,47","5,73","-2,60","6,13","4,83","53,07%","30,49%","0,60","20,14%","23,14%","0,00","4.593.680.000,00","0,34","0,86%"
BMIN3,"22,00","10,21","0,75","0,000","2,33%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,31%","104,74","142.210.000,00","0,00","-19,66%"
ENAT3,"21,64","10,21","1,28","2,588","0,00%","0,452","1,30","29,02","-2,52","31,98","4,64","8,92%","25,34%","3,90","2,94%","12,53%","0,00","4.487.040.000,00","1,33","16,27%"
MRSL3,"3,30","10,25","0,99","0,883","0,00%","0,658","2,37","16,32","6,28","17,74","9,50","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%"
CPFE3,"48,93","10,28","2,51","1,271","7,63%","0,695","-44,76","4,94","-1,38","7,23","6,12","25,73%","12,94%","0,93","15,41%","24,39%","105.917.000,00","22.489.800.000,00","1,29","3,32%"
TTEN3,"16,80","10,31","1,79","0,512","1,08%","0,642","3,94","14,97","-31,11","18,36","15,15","3,42%","4,92%","1,36","7,46%","17,37%","24.744.600,00","4.694.620.000,00","0,99","33,23%"
TRFO3,"4,53","10,32","2,58","0,804","0,00%","1,039","4,65","5,52","7,37","5,12","5,12","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
BESP3,"330,00","10,38","2,47","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
ALUP3,"12,82","10,43","1,38","2,883","2,81%","0,395","3,44","4,46","-0,95","7,75","7,27","64,71%","39,41%","2,45","9,92%","13,26%","78.236,90","9.163.890.000,00","1,38","-3,01%"
ITUB4,"43,19","10,43","2,43","0,000","7,90%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,30%","1.196.310.000,00","195.980.000.000,00","0,00","100,66%"
TCOC4,"27,20","10,43","1,26","1,558","0,00%","0,915","2,65","10,14","3,07","7,89","7,89","15,37%","14,93%","2,53","13,98%","12,06%","0,00","2.812.920.000,00","0,04","16,71%"
ITUB3,"43,55","10,52","2,45","0,000","7,84%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,30%","77.604.100,00","195.980.000.000,00","0,00","100,66%"
MLAS3,"1,57","10,57","0,43","0,328","3,21%","0,245","0,73","-1.535,44","0,94","-1.336,99","20,64","-0,02%","3,11%","1,92","-0,02%","4,11%","1.251.160,00","2.968.100.000,00","0,17","-6,57%"
TRFO4,"4,70","10,70","2,68","0,835","0,00%","1,078","4,82","5,73","7,65","5,33","5,33","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
BALM4,"19,79","10,73","1,27","0,907","23,44%","0,706","1,71","4,69","2,74","3,58","3,16","19,33%","10,34%","2,29","21,73%","11,81%","12.921,50","153.044.000,00","0,14","11,66%"
WEGE4,"16,10","10,75","3,81","1,681","0,00%","1,558","6,98","7,94","22,18","7,55","6,74","21,18%","16,72%","1,55","25,96%","35,43%","0,00","17.746.100.000,00","0,23","12,61%"
SMLS3,"22,40","10,78","4,09","4,212","0,00%","1,017","18,78","10,37","-6,72","10,13","9,06","40,62%","39,07%","1,10","10,69%","37,96%","0,00","679.678.000,00","0,00","-22,20%"
CGAS3,"126,00","10,80","11,58","1,441","6,45%","1,117","11,79","5,48","-1,77","8,19","6,68","26,30%","13,34%","1,53","23,37%","107,28%","13.966,90","1.441.480.000,00","6,62","-1,40%"
BESP4,"344,00","10,82","2,57","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
BRBI11,"18,45","11,06","2,47","6,057","9,11%","0,111","3,05","91,92","3,05","34,41","22,73","6,59%","54,74%","1,04","12,80%","22,35%","4.368.530,00","783.298.000,00","20,55","11,21%"
CGAS5,"129,39","11,09","11,90","1,480","6,91%","1,147","12,11","5,63","-1,82","8,34","6,81","26,30%","13,34%","1,53","23,37%","107,28%","100.239,00","1.441.480.000,00","6,62","-1,40%"
GRNL4,"470,00","11,09","1,07","7,231","0,00%","0,975","8,04","-64,72","15,01","-63,22","-63,22","-11,17%","65,19%","4,35","-1,65%","9,69%","0,00","93.104.000,00","0,05","21,48%"
ELUM3,"36,00","11,12","1,50","0,940","0,00%","0,886","2,31","14,76","2,51","10,02","10,02","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
CPLE11,"50,12","11,12","1,29","1,145","0,00%","0,495","-165,50","6,43","-1,13","10,06","7,63","17,81%","10,29%","0,98","8,58%","11,62%","0,00","23.130.000.000,00","0,87","2,05%"
EKTR3,"51,52","11,15","4,39","0,975","9,16%","0,681","5,94","4,32","-1,33","7,75","6,46","22,58%","8,74%","1,53","18,90%","39,34%","1.913,52","2.275.000.000,00","4,18","4,26%"
RIPI3,"48,01","11,23","-28,94","-7,449","0,00%","7,092","-59,55","-8,79","-16,76","-9,31","-9,31","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
CZLT33,"29,23","11,24","1,39","0,526","0,00%","0,145","1,87","3,10","-0,29","10,26","4,03","16,97%","9,14%","1,58","5,31%","12,36%","0,00","5.691.680.000,00","3,93","7,88%"
CEBR5,"29,00","11,26","2,29","4,096","11,49%","1,541","3,37","14,58","3,88","11,62","11,01","28,09%","46,11%","6,68","15,79%","20,29%","64.055,80","914.717.000,00","0,00","9,18%"
ENGI4,"9,94","11,30","1,30","0,706","3,11%","0,300","3,35","3,52","-0,61","8,30","6,40","20,09%","8,86%","1,56","10,16%","11,53%","136.788,00","19.198.400.000,00","2,32","8,33%"
RIPI4,"48,50","11,35","-29,24","-7,525","0,00%","7,164","-60,16","-8,88","-16,93","-9,40","-9,40","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
EBCO4,"1,00","11,46","0,80","0,330","0,00%","0,351","50,21","8,51","-14,31","8,26","8,26","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
TEMP3,"4,15","11,64","4,92","0,980","0,00%","2,014","9,98","10,60","19,39","9,55","7,74","9,25%","8,42%","1,41","34,49%","42,27%","0,00","135.736.000,00","0,23","-13,11%"
HBRE3,"3,12","11,71","0,18","0,604","37,35%","0,063","1,09","0,93","-0,19","5,40","5,30","64,70%","18,18%","1,78","6,99%","1,50%","1.610.830,00","1.832.780.000,00","0,92","45,48%"
ELPL3,"49,32","11,72","1,29","0,424","0,00%","0,306","-4,63","3,61","-0,58","7,93","5,62","11,76%","3,62%","0,78","9,68%","10,99%","0,00","7.563.130.000,00","1,58","2,76%"
NAFG3,"64,37","11,80","2,76","1,102","0,00%","1,153","3,20","7,35","60,48","8,64","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
NAFG4,"64,42","11,81","2,76","1,103","0,00%","1,154","3,20","7,36","60,52","8,65","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
ESTC11,"23,50","11,83","0,73","0,389","0,00%","0,216","2,69","2,35","-0,51","6,99","3,70","16,57%","3,26%","1,41","11,12%","6,16%","0,00","2.945.030.000,00","1,94","6,37%"
BRIT3,"3,06","11,85","0,88","1,003","0,00%","0,339","3,39","7,18","-1,03","12,58","4,16","13,96%","8,45%","1,54","6,52%","7,44%","0,00","1.557.890.000,00","1,25","22,57%"
IGTI3,"3,33","11,88","1,49","4,652","0,84%","0,728","4,95","7,43","-2,75","9,81","8,63","62,58%","39,18%","2,49","12,06%","12,52%","96.732,10","4.651.640.000,00","0,85","13,83%"
BMEB4,"72,85","11,97","3,94","0,000","2,18%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","32,90%","2.326.570,00","2.290.040.000,00","0,00","23,33%"
AHEB6,"55,00","11,98","1,65","0,824","0,00%","0,817","3,34","16,41","-7,47","14,07","12,18","5,02%","6,88%","2,61","5,90%","13,81%","0,00","284.013.000,00","0,01","38,45%"
ENGI11,"52,82","12,01","1,39","0,751","2,93%","0,319","3,56","3,74","-0,64","8,52","6,57","20,09%","8,86%","1,56","10,16%","11,53%","186.328.000,00","19.198.400.000,00","2,32","8,33%"
FIBR3,"66,30","12,03","2,59","2,010","7,59%","0,899","9,59","5,13","-2,54","7,17","5,29","39,18%","16,75%","1,46","22,95%","21,57%","0,00","14.149.000.000,00","1,46","22,71%"
EBCO3,"1,05","12,03","0,84","0,346","0,00%","0,368","52,72","8,94","-15,02","8,68","8,68","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
MDIA3,"23,48","12,06","0,97","0,763","4,50%","0,634","2,21","9,50","5,27","8,92","5,98","8,02%","6,32%","2,61","9,07%","8,01%","14.048.200,00","8.238.160.000,00","0,17","5,46%"
MPLU3,"26,80","12,20","17,37","6,877","0,00%","2,676","50,65","10,34","66,01","7,71","7,28","66,52%","56,37%","1,06","129,57%","142,40%","0,00","250.279.000,00","0,00","-18,88%"
ENMT3,"49,00","12,31","2,73","1,194","7,88%","0,697","6,23","5,72","-1,37","9,84","8,17","20,88%","9,70%","1,91","13,58%","22,16%","12.513,20","3.932.600.000,00","2,20","5,65%"
UGPA4,"27,10","12,32","1,93","0,212","0,00%","0,613","4,13","6,59","-2,43","9,81","7,29","3,23%","1,79%","1,62","12,19%","15,66%","0,00","15.666.300.000,00","1,39","4,58%"
PORT3,"18,76","12,36","3,01","2,621","2,57%","1,305","-299,82","8,87","-3,29","11,22","8,21","29,54%","21,50%","0,97","16,14%","24,37%","0,00","2.759.280.000,00","0,94","5,67%"
EEEL4,"410,00","12,37","1,12","1,867","0,00%","0,456","4,97","4,57","-1,04","8,38","8,30","40,86%","15,13%","2,40","10,34%","9,09%","0,00","3.497.290.000,00","0,98","16,60%"
AMPI3,"55,00","12,41","2,74","0,247","0,00%","0,177","5,68","0,98","-0,68","1,99","1,73","25,18%","15,11%","1,12","21,22%","22,09%","0,00","240.799.000,00","4,48","14,12%"
ETER4,"9,85","12,42","0,72","0,529","0,00%","0,446","3,19","23,94","-41,74","28,34","9,47","2,21%","4,26%","1,60","2,03%","5,81%","0,00","842.543.000,00","0,18","0,26%"
BPAC5,"16,98","12,43","2,83","0,000","2,41%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","22,79%","491.758,00","69.969.600.000,00","0,00","14,72%"
ENMT4,"50,00","12,56","2,78","1,219","7,73%","0,711","6,36","5,84","-1,39","9,96","8,27","20,88%","9,70%","1,91","13,58%","22,16%","1.176,36","3.932.600.000,00","2,20","5,65%"
CEBR6,"32,39","12,58","2,55","4,575","11,31%","1,721","3,77","16,29","4,33","13,32","12,62","28,09%","46,11%","6,68","15,79%","20,29%","199.267,00","914.717.000,00","0,00","9,18%"
AHEB5,"58,00","12,64","1,74","0,869","0,00%","0,862","3,52","17,31","-7,88","14,97","12,95","5,02%","6,88%","2,61","5,90%","13,81%","0,00","284.013.000,00","0,01","38,45%"
CEBR3,"32,55","12,64","2,57","4,598","10,24%","1,730","3,78","16,37","4,35","13,40","12,70","28,09%","46,11%","6,68","15,79%","20,29%","127.301,00","914.717.000,00","0,00","9,18%"
CXSE3,"18,09","12,65","4,01","0,000","5,43%","3,676","64,30","-363,20","65,25","-351,92","-354,62","0,00%","0,00%","1,70","-1,14%","31,67%","91.124.000,00","13.550.500.000,00","0,00","0,00%"
TMGC7,"800,01","12,68","1,63","1,164","0,00%","1,120","6,77","17,85","11,96","16,52","16,52","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
EEEL3,"421,01","12,70","1,15","1,917","0,00%","0,468","5,10","4,69","-1,07","8,50","8,42","40,86%","15,13%","2,40","10,34%","9,09%","0,00","3.497.290.000,00","0,98","16,60%"
VAMO3,"3,96","12,84","1,65","0,733","3,60%","0,184","1,47","1,58","-0,30","6,05","4,36","46,52%","5,71%","1,81","15,26%","12,83%","74.492.400,00","2.562.080.000,00","6,51","14,80%"
MOVI3,"12,14","12,90","1,38","0,280","6,37%","0,118","-0,73","1,17","-0,16","6,24","3,69","23,92%","2,17%","0,56","14,08%","10,73%","81.251.100,00","2.967.800.000,00","7,38","26,66%"
MTSA4,"59,79","12,92","1,15","0,987","6,99%","0,854","1,39","15,80","1,66","11,27","7,61","6,25%","7,64%","4,91","8,99%","8,92%","60.280,90","456.007.000,00","0,18","-6,11%"
ANIM3,"3,97","12,96","0,70","0,398","1,96%","0,158","1,13","1,34","-0,34","4,66","3,44","29,82%","6,38%","2,22","14,51%","5,38%","32.367.900,00","2.300.470.000,00","2,48","9,41%"
AVIL3,"0,93","12,97","4,16","2,338","0,00%","2,227","3,89","10,00","9,02","9,40","9,40","23,38%","18,01%","5,14","40,99%","32,03%","0,00","1.106.590.000,00","0,52","1,74%"
KLBN11,"17,48","13,00","2,77","1,054","9,36%","0,342","2,35","5,09","-0,70","11,11","5,14","20,72%","8,11%","2,06","8,79%","21,28%","97.341.500,00","7.885.950.000,00","4,66","4,46%"
DXTG4,"3,68","13,02","1,32","0,675","0,00%","0,689","2,44","6,26","7,48","6,33","6,33","10,78%","6,60%","2,77","12,31%","10,10%","0,00","768.999.000,00","0,04","8,30%"
FIQE3,"6,85","13,08","2,45","2,306","10,31%","1,096","59,07","8,69","-3,20","9,58","5,16","26,52%","17,62%","1,10","14,62%","18,70%","6.909.340,00","1.117.760.000,00","0,48","26,05%"
SFSA4,"4,40","13,10","0,82","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,25%","0,00","739.524.000,00","0,00","0,15%"
CALI4,"50,00","13,14","1,89","0,956","0,00%","0,433","0,87","9,16","14,38","12,95","12,17","10,43%","12,55%","3,78","6,39%","14,39%","0,00","184.775.000,00","1,64","28,87%"
KLBN3,"3,54","13,17","2,80","1,068","9,24%","0,346","2,38","5,15","-0,70","11,18","5,17","20,72%","8,11%","2,06","8,79%","21,28%","3.437.100,00","7.885.950.000,00","4,66","4,46%"
GETI3,"14,45","13,19","3,44","1,916","0,00%","1,314","-15,63","6,98","-3,19","8,20","6,76","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%"
GETI4,"14,46","13,20","3,44","1,917","0,00%","1,315","-15,64","6,99","-3,20","8,20","6,76","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%"
KLBN4,"3,57","13,28","2,83","1,077","9,17%","0,349","2,40","5,20","-0,71","11,22","5,19","20,72%","8,11%","2,06","8,79%","21,28%","15.750.200,00","7.885.950.000,00","4,66","4,46%"
ZAMP3,"3,50","13,29","0,95","0,272","0,00%","0,302","-8,05","7,60","-0,71","11,19","2,91","3,58%","2,05%","0,87","5,15%","7,14%","0,00","1.500.620.000,00","0,84","16,27%"
MULT3,"31,72","13,31","2,51","5,354","3,42%","1,224","46,88","7,81","-3,44","9,97","9,37","68,55%","40,24%","1,20","17,26%","18,89%","121.240.000,00","6.475.350.000,00","0,84","19,89%"
REDE3,"6,24","13,32","2,59","0,826","6,42%","0,487","5,27","3,98","-0,90","8,01","6,42","20,77%","8,65%","1,56","14,12%","19,44%","18.320,70","6.189.210.000,00","3,08","6,20%"
SCAR3,"14,85","13,32","0,80","2,860","47,82%","0,283","2,82","13,18","-0,68","19,72","10,87","21,70%","26,78%","1,78","2,67%","6,03%","704.198,00","1.068.230.000,00","0,96","3,65%"
ALPA3,"11,10","13,33","2,28","1,661","15,73%","1,244","7,40","10,10","-122,32","11,00","8,17","16,45%","12,44%","1,61","14,72%","17,11%","480.122,00","3.323.900.000,00","0,37","2,76%"
RGEG3,"3,00","13,42","1,60","0,770","0,00%","0,609","-98,28","6,23","-1,76","10,04","11,70","12,36%","5,74%","0,98","11,69%","11,90%","0,00","1.915.180.000,00","1,15","10,09%"
WHRL3,"4,02","13,47","3,30","0,481","12,88%","0,581","-10,02","4,70","-4,26","4,36","3,67","10,24%","3,59%","0,92","36,25%","24,53%","30.071,90","1.828.770.000,00","1,20","3,85%"
CAML3,"6,35","13,54","0,64","0,191","4,62%","0,180","0,72","3,76","-1,25","10,78","7,34","5,10%","1,41%","1,77","6,91%","4,76%","6.274.530,00","3.448.190.000,00","1,94","8,18%"
UGPA3,"29,94","13,61","2,13","0,235","4,34%","0,677","4,56","7,28","-2,69","10,50","7,80","3,23%","1,79%","1,62","12,19%","15,66%","169.429.000,00","15.666.300.000,00","1,39","4,58%"
SBSP3,"33,15","13,81","2,76","3,067","2,04%","1,121","58,31","9,52","-2,70","11,78","9,98","32,23%","22,21%","1,12","13,73%","19,96%","553.044.000,00","42.401.100.000,00","0,95","20,13%"
CEGR3,"32,91","13,89","4,18","1,778","1,98%","1,828","-19,09","7,78","-5,45","8,26","7,19","22,85%","12,80%","0,70","27,25%","30,10%","1.204,60","2.044.460.000,00","0,37","2,67%"
UNIP3,"60,05","13,91","3,77","1,322","15,41%","0,939","4,91","8,59","-2,30","11,69","8,35","15,39%","9,37%","2,29","13,73%","27,09%","599.897,00","1.803.800.000,00","1,96","-6,71%"
HAGA3,"2,51","13,93","-0,61","1,049","0,00%","0,425","0,78","-14,62","-0,53","-0,27","-0,51","-7,17%","7,53%","2,60","-10,68%","-4,36%","17.594,40","-49.168.100,00","-0,42","-6,88%"
UNIP5,"60,33","13,97","3,79","1,328","16,87%","0,944","4,93","8,63","-2,31","11,73","8,38","15,39%","9,37%","2,29","13,73%","27,09%","11.125,30","1.803.800.000,00","1,96","-6,71%"
IGTI11,"27,50","14,01","1,75","5,488","0,71%","0,859","5,84","8,77","-3,25","11,14","9,80","62,58%","39,18%","2,49","12,06%","12,52%","58.275.700,00","4.651.640.000,00","0,85","13,83%"
ARCE3,"54,00","14,01","2,60","2,461","0,00%","1,726","11,33","8,89","102,03","9,07","9,07","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%"
BALM3,"26,00","14,10","1,66","1,192","17,84%","0,927","2,24","6,17","3,60","5,06","4,46","19,33%","10,34%","2,29","21,73%","11,81%","61,90","153.044.000,00","0,14","11,66%"
BRAP3,"19,76","14,20","1,02","0,000","10,84%","0,971","35,74","-224,88","36,41","-224,35","-224,35","0,00%","0,00%","1,62","-0,43%","7,15%","1.238.650,00","7.647.770.000,00","0,00","0,00%"
EQPA7,"10,00","14,23","4,27","1,807","1,35%","1,174","7,45","7,94","-3,01","9,91","8,12","22,75%","12,70%","1,89","18,84%","29,98%","0,00","5.179.040.000,00","1,58","11,20%"
JOPA4,"16,00","14,26","0,28","0,094","0,00%","0,073","0,15","1,93","0,77","6,52","5,67","4,87%","0,93%","2,95","6,40%","1,94%","1.323,81","611.245.000,00","2,12","-2,32%"
TMGC11,"900,00","14,26","1,83","1,309","0,00%","1,260","7,62","20,08","13,46","18,75","18,75","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
ODPV3,"15,25","14,29","6,49","3,439","5,06%","4,271","-74,65","11,13","-36,36","10,74","9,90","30,90%","24,07%","0,80","46,53%","45,45%","78.254.800,00","1.281.810.000,00","0,00","7,54%"
STBP3,"14,42","14,30","11,61","3,435","0,00%","2,110","78,16","7,50","-3,43","8,69","7,35","45,81%","24,03%","1,15","33,17%","81,19%","0,00","1.073.640.000,00","2,53","23,72%"
BMOB3,"26,20","14,32","2,35","1,322","7,43%","1,202","3,81","15,63","5,85","13,24","8,92","8,46%","9,51%","1,86","10,47%","16,41%","13.354.100,00","954.572.000,00","0,02","28,45%"
CEPE3,"128,00","14,32","3,57","1,050","0,00%","0,591","20,67","6,15","-1,04","11,55","8,83","17,06%","7,33%","1,12","10,97%","24,94%","0,00","2.674.000.000,00","3,55","0,97%"
FLRY3,"16,08","14,36","1,76","1,061","6,71%","0,666","4,04","7,06","-2,38","9,56","5,55","15,03%","7,20%","1,97","12,15%","12,25%","50.015.500,00","5.001.340.000,00","1,05","22,95%"
TNCP4,"182,60","14,42","2,49","3,091","0,00%","1,696","52,65","11,85","-22,30","11,88","8,72","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%"
FESA4,"7,69","14,42","0,83","1,163","9,49%","0,609","2,26","16,44","4,44","12,65","4,72","7,08%","8,08%","3,06","5,02%","5,74%","5.979.870,00","3.284.360.000,00","0,11","-3,78%"
ALPA4,"12,02","14,43","2,47","1,799","14,93%","1,347","8,02","10,94","-132,46","11,84","8,79","16,45%","12,44%","1,61","14,72%","17,11%","32.048.300,00","3.323.900.000,00","0,37","2,76%"
BPAC11,"59,34","14,48","3,30","0,000","2,07%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","22,79%","533.724.000,00","69.969.600.000,00","0,00","14,72%"
UNIP6,"62,64","14,51","3,93","1,379","16,25%","0,980","5,12","8,96","-2,40","12,06","8,61","15,39%","9,37%","2,29","13,73%","27,09%","23.704.700,00","1.803.800.000,00","1,96","-6,71%"
CSMG3,"54,04","14,51","2,40","2,467","4,15%","1,159","29,68","9,31","-3,10","12,37","8,66","26,51%","17,00%","1,38","13,39%","16,50%","199.884.000,00","8.578.300.000,00","0,88","9,80%"
WHRL4,"4,35","14,57","3,57","0,520","12,63%","0,629","-10,84","5,08","-4,61","4,75","3,99","10,24%","3,59%","0,92","36,25%","24,53%","97.468,90","1.828.770.000,00","1,20","3,85%"
TNCP3,"184,85","14,59","2,52","3,129","0,00%","1,717","53,30","12,00","-22,58","12,03","8,83","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%"
KSSA3,"5,33","14,66","1,40","0,916","0,00%","0,406","1,72","5,62","6,73","12,30","12,30","16,31%","8,42%","1,47","7,67%","9,58%","0,00","553.026.000,00","1,80","40,68%"
ABEV3,"14,51","14,75","2,60","2,592","6,80%","1,577","-132,70","11,30","-18,39","10,47","7,95","22,94%","18,12%","0,96","19,81%","17,63%","390.016.000,00","87.914.000.000,00","0,04","5,11%"
ELUM4,"47,90","14,79","1,99","1,251","0,00%","1,178","3,07","19,64","3,34","14,90","14,90","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
AFLT3,"7,75","14,88","1,88","7,641","4,87%","1,334","6,58","10,51","22,59","10,10","10,06","72,73%","51,35%","2,39","14,59%","12,62%","3.141,90","260.421.000,00","0,10","-12,48%"
YDUQ3,"9,86","14,89","0,92","0,489","5,77%","0,272","3,38","2,95","-0,65","7,60","4,02","16,57%","3,26%","1,41","11,12%","6,16%","52.150.800,00","2.945.030.000,00","1,94","6,37%"
TCOC3,"38,85","14,90","1,80","2,225","0,00%","1,307","3,78","14,48","4,39","12,23","12,23","15,37%","14,93%","2,53","13,98%","12,06%","0,00","2.812.920.000,00","0,04","16,71%"
ODER4,"100,00","14,94","1,92","1,363","0,35%","0,991","2,05","12,33","4,74","15,30","13,05","11,06%","9,12%","3,30","9,49%","12,83%","0,00","588.922.000,00","0,65","3,90%"
CPLE5,"13,58","15,07","1,75","1,551","0,00%","0,670","-224,21","8,71","-1,53","12,34","9,36","17,81%","10,29%","0,98","8,58%","11,62%","0,00","23.130.000.000,00","0,87","2,05%"
RDCD3,"35,16","15,07","14,74","7,936","0,00%","0,925","21,14","13,40","22,70","14,25","14,26","59,23%","52,65%","1,05","6,97%","97,78%","0,00","1.605.520.000,00","1,04","12,16%"
DMVF3,"6,77","15,18","0,37","0,128","0,00%","0,176","7,30","4,69","-0,84","5,03","1,77","2,74%","0,85%","1,08","4,73%","2,45%","382.484,00","919.277.000,00","0,08","23,04%"
BOAS3,"7,95","15,22","1,83","4,929","0,00%","1,699","3,34","25,60","3,54","18,69","8,52","19,25%","32,39%","12,37","12,76%","12,04%","0,00","2.298.770.000,00","0,00","10,99%"
JOPA3,"17,10","15,24","0,30","0,100","0,00%","0,078","0,16","2,06","0,82","6,65","5,79","4,87%","0,93%","2,95","6,40%","1,94%","7.566,55","611.245.000,00","2,12","-2,32%"
SLCE3,"17,00","15,26","1,69","0,869","7,59%","0,397","1,94","4,34","-1,45","6,93","5,80","20,04%","5,79%","1,80","11,72%","11,04%","60.995.500,00","5.031.100.000,00","1,54","6,84%"
